,depth_10_count,depth_1_count,depth_2_count,depth_3_count,depth_4_count,depth_5_count,depth_6_count,depth_7_count,depth_8_count,depth_9_count,total_go_terms
IL21,0,0,2,0,0,0,0,0,0,0,2
PNLIP,0,0,2,0,0,0,0,0,0,0,2
SCRG1,0,0,2,0,0,1,0,0,0,0,3
REG1B,0,0,1,0,0,0,1,0,0,0,2
C2CD2L,0,0,0,2,1,1,0,0,0,0,4
BBIP1,0,0,1,0,0,1,0,0,0,0,2
FAM174A,0,0,1,0,0,0,0,0,0,0,1
MMEL1,0,0,2,1,0,0,0,0,0,0,3
GIP,0,0,2,0,0,1,0,0,0,0,3
LYSMD4,0,0,1,0,0,0,0,0,0,0,1
CALCB,0,0,2,0,0,0,0,0,0,0,2
FKBP11,0,0,1,0,0,1,0,0,0,0,2
PSG1,0,0,1,0,0,0,0,0,0,0,1
TGFBR3L,0,0,0,1,0,0,0,0,0,0,1
ACKR4,0,0,0,2,0,0,0,0,2,0,4
ZNF580,0,0,0,0,0,1,0,0,0,0,1
KIAA1109,0,0,2,2,2,1,0,0,0,0,7
STARD10,0,0,1,0,0,3,0,0,0,0,4
BBS12,0,0,0,0,1,0,0,0,0,0,1
USP30,0,0,1,0,0,1,1,1,0,0,4
PIBF1,0,0,3,1,0,1,0,0,0,0,5
LZTFL1,0,0,1,0,0,0,0,0,0,0,1
C17orf77,0,0,1,0,0,0,0,0,0,0,1
LECT2,0,0,2,0,0,0,0,0,0,0,2
STH,0,0,2,0,0,2,0,0,0,0,4
EFR3B,0,0,0,1,0,0,0,0,0,0,1
HLA-DQA2,0,0,0,1,2,2,2,3,1,0,11
TRAM1L1,0,0,0,0,1,0,0,0,0,0,1
ZNF598,0,0,0,0,0,0,1,0,0,0,1
NUDT6,0,0,1,0,0,1,0,0,0,0,2
CEP135,0,0,0,1,0,0,0,0,0,0,1
MAMDC2,0,0,2,0,0,1,0,0,0,0,3
SAMD11,0,0,0,0,0,1,0,0,0,0,1
HLA-G,0,0,2,2,1,3,0,4,0,0,12
TNFAIP8L3,0,0,1,1,0,0,0,0,0,0,2
INPP5K,0,0,3,1,1,3,0,0,0,0,8
PHTF1,0,0,0,0,1,1,0,0,0,0,2
TMEM115,0,0,0,0,1,3,0,0,0,0,4
MCCC2,0,0,0,1,0,2,0,0,0,0,3
TMEM245,0,0,1,0,0,0,0,0,0,0,1
VPREB1,0,0,2,0,0,1,0,0,0,0,3
IFNGR1,0,0,1,1,0,0,0,0,0,0,2
OGFOD1,0,0,1,0,0,0,0,1,0,0,2
UBAP2,0,0,1,0,0,2,0,0,0,0,3
CENPJ,0,0,2,1,0,0,0,0,0,0,3
PLEKHA5,0,0,1,0,0,0,0,0,0,0,1
ICA1,0,0,1,0,1,2,1,0,1,0,6
S100A13,0,0,4,1,0,1,0,0,0,0,6
UBASH3A,0,0,1,0,0,0,1,0,0,0,2
EFR3A,0,0,0,1,0,0,0,0,0,0,1
GALNTL6,0,0,0,0,0,2,0,0,0,0,2
IKZF4,0,1,0,0,0,1,0,0,0,0,2
STATH,0,0,1,0,0,0,0,0,0,0,1
AKIRIN1,0,0,1,0,1,1,0,0,0,0,3
MGST3,0,0,1,1,2,1,1,0,0,0,6
ARHGAP29,0,0,1,0,0,0,0,0,0,0,1
RSAD1,0,0,1,0,0,0,0,0,0,0,1
TAP2,0,0,2,0,1,2,1,1,0,0,7
EIF2A,0,0,3,0,1,2,1,1,0,0,8
DPF2,0,0,1,1,1,3,0,0,0,0,6
GTDC1,0,0,1,0,0,1,0,0,0,0,2
ZNF174,0,0,0,0,0,1,0,0,0,0,1
EIF1,0,0,1,0,0,1,0,0,0,0,2
ZNF699,0,0,0,0,0,1,0,0,0,0,1
ZNF432,0,0,0,0,0,1,0,0,0,0,1
IMPACT,0,0,1,0,0,0,0,0,0,0,1
TRMT61A,0,0,0,0,0,1,1,0,0,0,2
PUSL1,0,0,0,0,1,0,0,0,0,0,1
GSPT2,0,0,1,0,0,0,0,0,0,0,1
ZFP28,0,0,0,0,0,1,0,0,0,0,1
EDC4,0,0,2,0,0,1,1,0,0,0,4
BACH1,0,0,1,2,1,1,0,0,0,0,5
ANKIB1,0,0,1,0,1,0,0,0,0,0,2
ZNF490,0,0,0,0,0,1,0,0,0,0,1
RRP8,0,0,0,1,1,0,0,0,0,0,2
PHACTR2,0,0,0,1,0,0,0,1,0,0,2
DBR1,0,0,0,0,0,1,0,0,0,0,1
ATF6B,0,0,1,0,1,3,0,0,0,0,5
CREB3L2,0,0,0,0,1,2,0,0,0,0,3
MSRA,0,0,2,0,0,0,1,0,0,0,3
MYCT1,0,0,0,0,1,0,0,0,0,0,1
EIF3CL,0,0,1,0,0,0,0,0,0,0,1
EDEM1,0,0,1,0,1,1,0,0,0,0,3
CDKN2AIP,0,0,2,0,0,1,0,0,0,0,3
ATG12,0,1,0,2,2,0,1,1,0,0,7
CARS2,0,0,1,0,0,0,0,0,0,0,1
ZNF594,0,0,0,0,0,1,0,0,0,0,1
ZBTB21,0,0,0,0,0,1,0,0,0,0,1
CLDND2,0,0,0,1,0,0,0,0,0,0,1
ADPGK,0,0,2,0,1,1,0,0,0,0,4
ZFP14,0,0,0,0,0,1,0,0,0,0,1
SEL1L,0,0,0,1,1,1,0,0,0,0,3
CNTNAP3,0,0,2,1,0,0,0,0,0,0,3
EAF1,0,0,1,0,1,0,0,2,0,0,4
TSEN34,0,0,0,0,0,1,0,0,0,0,1
COL28A1,0,0,2,0,2,1,0,0,0,0,5
ZNF606,0,0,0,0,0,1,0,0,0,0,1
SEPHS2,0,0,1,0,0,0,0,0,0,0,1
TSEN2,0,0,1,1,0,2,0,0,0,0,4
BZW2,0,0,2,0,0,0,0,0,0,0,2
MPST,0,0,0,1,0,1,1,0,0,0,3
ARC,0,0,2,3,1,1,3,2,0,1,13
DIP2A,0,0,1,1,0,0,0,0,0,0,2
DIP2B,0,0,2,0,0,1,1,0,0,0,4
PCMTD2,0,0,1,0,0,0,0,0,0,0,1
PANK4,0,0,1,0,0,1,0,0,0,0,2
NAF1,0,0,1,0,0,1,0,0,0,0,2
ZNF264,0,0,0,0,0,1,0,0,0,0,1
STAU2,0,0,1,2,2,2,1,1,0,0,9
BTBD7,0,0,0,0,0,1,0,0,0,0,1
SEMA6B,0,0,0,1,0,0,0,0,0,0,1
PIGO,0,0,1,0,1,0,0,0,0,0,2
PIGS,0,0,1,0,1,0,0,0,0,0,2
SLFN11,0,0,0,0,0,1,0,0,0,0,1
MACROD1,0,0,0,0,0,1,0,0,0,0,1
DERL3,0,0,0,0,1,0,0,0,0,0,1
HAAO,0,0,1,0,0,0,0,0,0,0,1
CNR2,0,0,2,1,1,3,0,0,0,0,7
SLFN13,0,0,1,0,0,0,0,0,0,0,1
OAS2,0,0,5,0,1,0,0,0,0,0,6
DEFB125,0,0,1,0,0,0,0,0,0,0,1
MFSD6L,0,0,1,0,0,0,0,0,0,0,1
CLDN9,0,0,0,1,1,0,1,0,0,0,3
IRF9,0,0,1,0,1,1,0,0,0,0,3
GAB2,0,0,1,1,1,0,0,0,0,0,3
NFRKB,0,0,0,0,0,1,0,0,0,0,1
PARP14,0,0,2,1,0,1,0,0,0,0,4
NLRP1,0,0,1,1,0,2,0,0,0,0,4
TRIM5,0,0,1,0,0,1,0,0,0,0,2
MCU,0,0,0,0,0,1,0,0,0,0,1
RPL32,0,0,2,0,0,0,1,0,0,0,3
NAA35,0,0,1,1,0,0,0,0,0,0,2
FANCL,0,0,1,0,1,1,0,0,0,0,3
PSMB8,0,0,1,0,0,1,1,0,0,0,3
ZNF20,0,0,0,0,0,1,0,0,0,0,1
ZNF665,0,0,0,0,0,1,0,0,0,0,1
PURA,0,0,1,1,0,1,0,0,0,0,3
ZNF254,0,0,0,0,0,1,0,0,0,0,1
DUS2,0,0,1,0,0,1,0,0,0,0,2
GALK2,0,0,1,0,0,0,0,0,0,0,1
IFITM5,0,0,0,1,1,0,0,0,0,0,2
ASL,0,0,2,0,0,0,1,0,0,0,3
PRKRIP1,0,0,0,0,0,0,1,0,0,0,1
MKNK1,0,0,1,0,0,1,0,0,0,0,2
RRS1,0,0,0,0,1,1,0,0,0,0,2
TICAM1,0,0,0,0,0,0,2,0,0,0,2
CCDC107,0,0,1,0,0,0,0,0,0,0,1
IFNE,0,0,1,0,0,0,0,0,0,0,1
EDEM2,0,0,2,0,0,2,0,0,0,0,4
EDEM3,0,0,2,0,0,2,0,0,0,0,4
NFXL1,0,0,1,0,0,1,0,0,0,0,2
PLB1,0,0,0,1,1,1,0,0,0,0,3
DEFB134,0,0,1,0,0,0,0,0,0,0,1
ZNF689,0,0,1,0,0,1,0,0,0,0,2
ZNF420,0,0,0,0,0,1,0,0,0,0,1
SYNJ2BP,0,0,0,0,0,0,1,0,0,0,1
TRIM22,0,0,1,0,0,2,0,2,0,0,5
IFNL2,0,0,2,0,0,0,0,0,0,0,2
ADORA2A,0,0,1,1,0,2,0,0,0,0,4
TIRAP,0,0,1,1,1,1,0,1,0,0,5
DEFB128,0,0,1,0,0,0,0,0,0,0,1
SLFN5,0,0,1,0,0,1,0,0,0,0,2
SCAMP4,0,0,0,0,1,0,0,1,0,0,2
IL15RA,0,0,1,1,3,2,0,0,0,0,7
ZBTB41,0,0,0,0,0,1,0,0,0,0,1
THAP5,0,0,1,0,0,1,0,0,0,0,2
NAP1L3,0,0,1,0,0,1,0,0,0,0,2
SYVN1,0,0,3,1,1,1,1,0,0,0,7
TAPBP,0,0,0,1,2,3,0,1,0,0,7
ZNF488,0,0,0,0,0,1,0,0,0,0,1
GNLY,0,0,2,0,0,0,0,0,0,0,2
BNIP2,0,0,2,0,1,0,0,0,0,0,3
CARD17,0,0,1,0,0,0,0,0,0,0,1
AIM2,0,0,1,0,0,0,0,0,0,0,1
IFNA10,0,0,2,0,0,0,0,0,0,0,2
IFNA16,0,0,2,0,0,0,0,0,0,0,2
RTP4,0,0,2,0,0,0,0,0,0,0,2
RABGGTA,0,0,1,1,0,0,0,0,0,0,2
IFNA6,0,0,2,0,0,0,0,0,0,0,2
ZBP1,0,0,2,1,1,2,1,1,0,0,8
GBP3,0,0,3,0,2,6,1,0,0,0,12
GBP7,0,0,0,0,0,1,1,0,0,0,2
IFNA4,0,0,2,0,0,0,0,0,0,0,2
IFNA8,0,0,2,0,0,0,0,0,0,0,2
C1orf54,0,0,1,0,0,0,0,0,0,0,1
ADAM15,0,0,1,1,0,2,1,0,0,1,6
STAB1,0,0,0,1,0,0,1,0,0,0,2
IL13RA2,0,0,3,2,0,0,0,0,0,0,5
PLCXD2,0,0,0,0,0,1,0,0,0,0,1
TTLL4,0,0,0,1,0,0,0,0,0,0,1
FAM83A,0,0,1,0,0,0,0,0,0,0,1
CHCHD7,0,0,0,0,0,0,1,0,0,0,1
CTRB1,0,0,1,0,0,0,0,0,0,0,1
PDE3A,0,0,1,0,0,0,0,0,0,0,1
CGB7,0,0,2,0,0,0,0,0,0,0,2
GLP2R,0,0,1,1,0,0,0,0,0,0,2
EPGN,0,0,2,1,0,0,0,0,1,0,4
TMEM190,0,0,0,0,0,1,1,0,0,0,2
CGB1,0,0,2,0,0,0,0,0,0,0,2
DCBLD2,0,0,0,1,0,0,0,0,0,0,1
NRG2,0,0,2,1,0,0,0,0,0,0,3
NRG4,0,0,2,1,0,0,0,0,0,0,3
BTC,0,0,2,1,0,0,0,0,1,0,4
SPINK7,0,0,1,0,0,0,0,0,0,0,1
NPPC,0,1,2,0,0,0,0,0,0,0,3
MTRNR2L5,0,0,1,0,0,1,0,0,0,0,2
NKD2,0,0,3,1,1,0,1,0,1,0,7
DUSP18,0,0,1,0,0,2,0,0,0,0,3
FAM9C,0,0,0,1,0,0,0,0,0,0,1
PLCL1,0,0,1,0,0,0,0,0,0,0,1
MTX3,0,0,1,0,0,0,0,0,0,0,1
FAM3C,0,0,2,0,0,1,1,0,0,0,4
ACSS1,0,0,0,0,0,1,0,0,0,0,1
GPR37L1,0,0,1,1,0,1,0,0,0,0,3
SLC25A53,0,0,0,0,0,1,0,0,0,0,1
TMEM150C,0,0,0,1,0,0,0,1,0,0,2
TMEM150B,0,0,0,1,0,0,2,0,0,0,3
REXO4,0,0,0,0,0,1,0,0,0,0,1
ACSM4,0,0,0,0,0,1,0,0,0,0,1
PRR12,0,0,0,0,1,1,0,0,0,0,2
BCKDHA,0,0,0,0,0,1,0,0,0,0,1
ZNF407,0,0,0,0,0,1,0,0,0,0,1
TRMT10C,0,0,0,0,0,5,1,0,0,0,6
ACSM5,0,0,0,0,0,1,0,0,0,0,1
DMXL1,0,0,1,0,0,0,0,0,0,0,1
SNX7,0,0,1,0,0,0,0,1,0,0,2
CYBRD1,0,0,1,1,1,1,1,1,0,0,6
CYHR1,0,0,1,0,0,1,0,0,0,0,2
ABLIM1,0,0,1,0,0,0,1,0,0,0,2
PARP10,0,0,1,0,0,2,0,0,0,0,3
CREB3,0,0,2,1,1,4,0,0,0,0,8
PIAS3,0,0,1,0,0,0,0,1,0,0,2
TDRP,0,0,1,0,1,1,0,0,0,0,3
SNAPC5,0,0,0,0,0,1,0,0,0,0,1
OAZ3,0,0,1,0,0,1,0,0,0,0,2
COBL,0,0,2,3,3,2,0,0,1,0,11
MTMR6,0,0,2,0,0,3,0,0,0,0,5
PTOV1,0,0,2,1,0,0,0,0,0,0,3
TMEM163,0,0,0,1,0,0,0,3,1,0,5
ATOH8,0,0,1,0,0,1,0,1,0,0,3
MMP20,0,0,4,2,0,0,0,1,0,0,7
KRT71,0,0,0,0,0,0,1,0,0,0,1
KRT73,0,0,0,0,0,1,1,1,0,0,3
ALOX12B,0,0,2,0,1,0,0,0,0,0,3
INPP4B,0,0,1,0,0,0,0,0,0,0,1
PLA2G2D,0,0,1,0,0,0,0,0,0,0,1
PLA2G2F,0,0,1,1,0,0,0,0,0,0,2
GLT8D2,0,0,1,0,0,1,0,0,0,0,2
IER5,0,0,1,0,0,1,0,0,0,0,2
APCDD1L,0,0,0,1,0,0,0,0,0,0,1
PYDC1,0,0,1,0,0,1,0,1,0,0,3
TMEM86A,0,0,1,0,1,0,0,0,0,0,2
TMEM86B,0,0,2,0,1,0,0,0,0,0,3
BCL10,0,0,2,0,1,1,0,2,0,0,6
CEMIP,0,0,2,2,1,1,0,1,0,0,7
KCNG4,0,0,1,1,0,0,0,1,0,0,3
IL1RAP,0,0,3,1,0,0,0,0,0,0,4
ABHD6,0,0,1,1,1,1,0,3,0,0,7
ABHD4,0,0,0,0,1,2,0,0,0,0,3
PAOX,0,0,1,0,0,0,0,0,0,0,1
TRPV2,0,0,1,1,0,0,0,0,1,0,3
AOC2,0,0,1,1,0,0,0,0,0,0,2
MRS2,0,0,0,0,0,1,0,0,0,0,1
FBLN7,0,0,1,1,0,0,0,0,0,0,2
GDPD5,0,0,2,2,0,0,0,0,0,0,4
MORN2,0,0,0,0,0,1,0,0,0,1,2
FSTL4,0,0,1,0,0,0,0,0,0,0,1
C1QTNF1,0,0,1,1,0,0,0,0,0,0,2
OXER1,0,0,0,1,0,0,0,0,0,0,1
MMP25,0,0,4,2,0,0,0,1,0,0,7
TRPM8,0,0,0,2,1,1,0,0,0,0,4
GPX7,0,0,1,0,0,2,0,0,0,0,3
PPOX,0,0,3,0,1,1,2,0,0,0,7
MMP17,0,0,2,2,0,0,0,0,0,0,4
HIF1AN,0,0,2,0,0,0,0,0,0,0,2
AATF,0,0,1,0,0,1,0,0,0,0,2
PLA2G5,0,0,1,1,0,1,0,0,1,1,5
SCARF2,0,0,1,0,0,0,0,0,0,0,1
SCARF1,0,0,1,1,0,0,1,0,0,0,3
SCARB1,0,0,1,1,1,0,3,2,0,0,8
GPX8,0,0,1,0,0,1,0,0,0,0,2
HEPH,0,0,1,1,1,0,0,0,0,0,3
ASPH,0,0,0,1,1,3,3,0,0,0,8
PCOLCE2,0,0,1,0,0,0,0,0,0,0,1
OPRM1,0,0,1,2,1,2,0,0,0,0,6
LOXL4,0,0,2,0,0,0,1,0,0,0,3
TYW3,0,0,1,0,0,0,0,0,0,0,1
HPDL,0,0,0,0,0,1,0,0,0,0,1
PLIN1,0,0,0,0,0,1,0,0,0,0,1
GTF2IRD2,0,0,0,0,0,1,0,0,0,0,1
ALOX15,0,0,1,1,1,0,0,0,0,0,3
ALOX12,0,0,2,0,0,0,1,0,0,0,3
ADM,0,0,3,0,0,0,0,0,0,0,3
DUOX2,0,0,0,2,2,1,1,0,0,0,6
GPX6,0,0,1,0,0,2,0,0,0,0,3
OLFML2B,0,0,1,1,0,0,0,0,0,0,2
SHB,0,0,0,1,0,0,1,0,0,0,2
PDE6B,0,0,0,1,1,0,1,0,0,0,3
GPR32,0,0,0,1,0,0,0,0,0,0,1
SLCO2A1,0,0,1,1,2,0,0,1,0,0,5
KDELR3,0,0,0,0,1,3,0,1,0,0,5
STEAP1,0,0,1,1,0,0,1,1,0,0,4
RCAN1,0,0,1,0,0,1,0,0,0,0,2
KRT76,0,0,0,0,0,1,1,1,0,0,3
KRT72,0,0,0,0,0,0,1,1,0,0,2
KRT79,0,0,0,0,0,0,1,1,0,0,2
KRT78,0,0,1,0,0,0,1,1,0,0,3
KRT3,0,0,0,0,0,0,1,1,0,0,2
SLC44A3,0,0,1,1,0,0,0,0,0,0,2
C3orf18,0,0,1,0,0,0,0,0,0,0,1
KRT39,0,0,0,0,0,1,0,0,0,0,1
KRT12,0,0,0,0,0,1,1,0,0,0,2
NXPE4,0,0,0,0,0,0,1,0,0,0,1
KHDC3L,0,0,1,1,0,2,0,0,0,0,4
PMF1,0,0,1,0,1,2,0,0,0,0,4
SLC39A5,0,0,0,1,1,0,1,0,0,0,3
IGDCC4,0,0,0,1,0,0,0,0,0,0,1
KRT6B,0,0,0,0,0,0,1,1,0,0,2
KRT6C,0,0,0,0,0,0,1,1,0,0,2
MS4A8,0,0,0,1,0,0,0,0,0,0,1
MS4A1,0,0,1,2,0,1,1,0,0,0,5
KRT40,0,0,0,0,0,1,0,0,0,0,1
KRT28,0,0,0,0,0,1,1,0,0,0,2
KRT26,0,0,0,0,0,1,1,0,0,0,2
KRT27,0,0,0,0,0,1,1,0,0,0,2
KRT24,0,0,0,0,0,1,1,0,0,0,2
KRT25,0,0,0,0,0,1,1,1,0,0,3
TMEM82,0,0,1,0,0,0,0,0,0,0,1
KDF1,0,0,1,1,0,0,0,0,0,0,2
IL22RA1,0,0,0,1,0,0,0,0,0,0,1
KRT86,0,0,1,0,0,0,0,1,0,0,2
RHCG,0,0,0,1,2,0,2,0,0,0,5
PIGF,0,0,0,0,1,0,0,0,0,0,1
PIGN,0,0,1,1,1,0,0,0,0,0,3
PIGX,0,0,0,0,1,0,0,0,0,0,1
PIGY,0,0,0,1,1,0,0,0,0,0,2
PIGZ,0,0,0,0,1,1,0,0,0,0,2
INTS6,0,0,0,1,0,1,0,0,0,0,2
POMK,0,0,0,0,1,0,0,0,0,0,1
ALG8,0,0,0,0,2,0,0,0,0,0,2
PIGP,0,0,0,0,1,1,0,0,0,0,2
OST4,0,0,0,0,1,0,0,0,0,0,1
SEL1L2,0,0,0,0,1,0,0,0,0,0,1
ABHD5,0,0,0,0,1,1,0,0,0,0,2
TMCO4,0,0,1,0,0,0,0,0,0,0,1
MGAT2,0,0,1,0,1,2,0,0,0,0,4
GRHPR,0,0,2,0,0,0,1,0,0,0,3
CAMLG,0,0,2,0,1,1,0,0,0,0,4
CLDN23,0,0,0,1,0,0,1,0,0,0,2
MPPE1,0,0,1,0,0,4,0,0,0,0,5
LRP2BP,0,0,1,0,0,0,0,0,0,0,1
ALG10B,0,0,0,1,2,1,0,0,0,0,4
GANAB,0,0,1,0,1,3,1,0,1,0,7
TMPRSS12,0,0,0,1,0,0,0,0,0,0,1
ZADH2,0,0,0,0,0,0,1,0,0,0,1
TYSND1,0,0,1,0,0,0,1,0,0,0,2
ALDH5A1,0,0,0,1,0,1,0,0,0,0,2
DOK6,0,0,1,0,0,0,0,0,0,0,1
SEL1L3,0,0,1,0,0,0,0,0,0,0,1
CALCRL,0,0,1,1,0,1,0,1,0,0,4
MANEA,0,0,0,0,0,2,0,0,0,0,2
ERI1,0,0,1,0,0,1,0,0,0,0,2
SLC4A3,0,0,1,2,0,0,0,0,0,0,3
SLC4A8,0,0,2,4,5,4,1,0,1,1,18
TAAR9,0,0,0,1,0,0,0,0,0,0,1
TAAR8,0,0,0,1,0,0,0,0,0,0,1
SLC19A1,0,0,0,1,2,1,0,0,0,0,4
ALG14,0,0,0,0,2,0,0,0,0,0,2
MLYCD,0,0,1,0,0,1,1,0,0,0,3
CHDH,0,0,0,0,0,1,0,0,0,0,1
SRD5A3,0,0,0,0,1,1,0,0,0,0,2
ACSS2,0,0,1,0,0,2,0,0,0,0,3
PLEKHM1,0,0,0,0,1,0,0,2,1,1,5
VCX3B,0,0,0,0,0,1,0,0,0,0,1
N6AMT1,0,0,0,0,0,2,0,0,0,0,2
CHRFAM7A,0,0,0,3,2,3,0,0,0,0,8
GNPAT,0,0,1,0,1,0,1,1,0,0,4
PCYT1A,0,0,1,0,1,2,0,0,0,0,4
SAT2,0,0,1,1,0,0,1,0,0,0,3
PAFAH1B3,0,0,2,0,0,0,0,0,0,0,2
BLVRA,0,0,0,0,0,0,1,0,0,0,1
GPX5,0,0,1,0,0,0,0,0,0,0,1
VCX3A,0,0,0,0,0,1,0,0,0,0,1
MMRN1,0,0,1,0,1,0,0,0,0,1,3
PKHD1,0,0,2,3,1,3,1,0,0,0,10
GALNT8,0,0,0,0,0,2,0,0,0,0,2
HYKK,0,0,0,0,0,1,0,0,0,0,1
NRDE2,0,0,0,0,0,1,0,0,0,0,1
KCNK15,0,0,0,1,0,0,0,0,0,0,1
IL20RA,0,0,0,1,0,0,0,0,0,0,1
FLAD1,0,0,0,1,0,1,0,0,0,0,2
YIPF5,0,0,1,0,3,2,0,0,1,0,7
LDHD,0,0,0,0,0,1,0,0,0,0,1
AGPAT3,0,0,2,1,1,2,0,0,0,0,6
DDI2,0,0,0,0,0,1,0,0,0,0,1
ZNF414,0,0,0,0,0,1,0,0,0,0,1
TMEM230,0,0,2,0,1,2,1,0,0,0,6
MAN1C1,0,0,0,0,0,2,1,0,0,0,3
MGAT5B,0,0,0,0,0,2,0,0,0,0,2
GNPTAB,0,0,0,0,0,2,0,0,0,0,2
GIMAP1,0,0,0,0,1,2,0,0,0,0,3
PHKG2,0,0,1,0,0,0,0,1,0,0,2
SLC16A4,0,0,1,1,0,0,0,0,0,0,2
SLC16A7,0,0,0,1,1,0,1,0,0,0,3
TMEM175,0,0,0,0,0,0,1,2,0,0,3
NRIP2,0,0,1,0,0,1,0,0,0,0,2
ENTPD7,0,0,1,0,0,2,1,0,0,0,4
ENTPD3,0,0,0,1,0,0,0,0,0,0,1
CHRDL2,0,0,2,0,0,0,0,0,0,0,2
SLC25A28,0,0,0,0,1,1,0,0,0,0,2
TAC4,0,0,1,0,0,0,0,0,0,0,1
MAN2A2,0,0,0,0,0,1,0,0,0,0,1
DGKB,0,0,2,1,0,1,0,0,0,0,4
DGKG,0,0,1,1,0,1,0,0,0,0,3
MAN2A1,0,0,1,0,0,3,1,0,0,0,5
NKAIN3,0,0,0,1,0,0,0,0,0,0,1
BRI3BP,0,0,0,0,0,0,1,0,0,0,1
SPATA33,0,0,3,0,0,2,0,0,0,0,5
TSPO2,0,0,0,2,1,1,1,0,0,0,5
MED11,0,0,0,0,1,1,0,0,0,0,2
TC2N,0,0,0,0,0,1,0,0,0,0,1
TUBD1,0,0,1,0,1,0,1,0,0,0,3
RPAP2,0,0,1,0,0,1,0,0,0,0,2
VWA7,0,0,1,0,0,0,0,0,0,0,1
RDH16,0,0,0,0,2,0,0,0,0,0,2
PIH1D1,0,0,3,1,0,1,0,0,0,0,5
WRAP53,0,0,0,1,0,0,0,0,0,0,1
TAS2R41,0,0,1,1,0,0,0,0,0,0,2
CCDC178,0,0,0,1,0,0,0,0,0,0,1
NLRX1,0,0,0,1,0,0,1,0,0,0,2
KCNA3,0,0,2,1,1,3,0,1,0,0,8
SNX27,0,0,1,0,1,0,0,2,0,0,4
RAB23,0,0,2,2,0,0,1,1,0,0,6
PTPN3,0,0,1,1,1,1,0,0,0,0,4
STOX2,0,0,1,0,0,1,0,0,0,0,2
TEFM,0,0,0,0,0,2,0,0,0,0,2
APLF,0,0,1,0,0,1,0,0,0,0,2
CDK5RAP3,0,0,3,1,2,1,0,0,0,0,7
TMEM65,0,0,0,1,1,1,0,0,0,0,3
GPR37,0,0,1,2,2,2,0,0,0,0,7
CDV3,0,0,1,1,0,0,0,0,0,0,2
BICC1,0,0,1,0,0,0,0,0,0,0,1
FAM210A,0,0,2,0,0,0,0,0,0,0,2
SLC39A11,0,0,2,1,0,2,0,0,0,0,5
INTS2,0,0,2,1,1,1,0,0,0,0,5
CCZ1B,0,0,0,0,1,0,0,1,0,0,2
RAET1E,0,0,1,2,0,0,0,0,0,0,3
ZNF365,0,0,1,1,0,0,0,0,0,0,2
CPED1,0,0,0,0,0,1,0,0,0,0,1
PELP1,0,0,2,0,0,1,0,0,0,0,3
SMOC1,0,0,1,0,1,0,0,0,0,0,2
ABLIM2,0,0,1,0,0,0,0,0,0,0,1
MTAP,0,0,0,0,0,0,1,0,0,0,1
ARL14EP,0,0,0,1,1,0,0,0,0,0,2
CATSPERB,0,0,0,1,1,0,0,0,0,0,2
CCZ1,0,0,0,0,1,0,0,1,0,0,2
PDXDC1,0,0,0,0,1,1,0,0,0,0,2
MIPOL1,0,0,0,0,0,1,0,0,0,0,1
CLDN20,0,0,0,1,0,2,1,0,0,0,4
ZFP91,0,0,0,0,0,1,0,0,0,0,1
DCDC1,0,0,1,0,0,0,0,0,0,0,1
SBNO2,0,0,0,0,0,1,0,0,0,0,1
TMEM135,0,0,0,0,1,0,1,1,0,0,3
ZNF662,0,0,0,0,0,1,0,0,0,0,1
NEK10,0,0,1,0,0,0,0,0,0,0,1
PTX4,0,0,1,0,0,0,0,0,0,0,1
ZNF565,0,0,0,0,0,1,0,0,0,0,1
NAALADL1,0,0,1,0,1,0,0,0,0,0,2
AKAP12,0,0,1,2,0,1,0,0,0,0,4
EVA1B,0,0,1,0,0,0,0,0,0,0,1
RNF146,0,0,1,1,0,1,0,0,0,0,3
CCDC172,0,0,1,0,0,0,0,0,0,0,1
ACOT12,0,0,2,0,0,0,0,0,0,0,2
ACOT4,0,0,0,0,0,0,1,0,0,0,1
ALDH1L2,0,0,0,0,0,1,1,0,0,0,2
NAALAD2,0,0,1,1,0,0,0,0,0,0,2
RIMKLB,0,0,1,0,0,0,0,0,0,0,1
C2orf66,0,0,1,0,0,0,0,0,0,0,1
ZSCAN29,0,0,0,0,0,1,0,0,0,0,1
SLC5A10,0,0,0,1,1,0,1,0,0,0,3
ACAD11,0,0,1,0,1,3,1,0,0,0,6
ZNF750,0,0,0,0,0,1,0,0,0,0,1
NYNRIN,0,0,1,0,0,1,1,0,0,0,3
ORC4,0,0,0,1,0,1,0,0,0,0,2
PLEKHJ1,0,0,1,0,1,0,0,0,2,0,4
PLA1A,0,0,2,0,0,0,0,1,0,0,3
PPP1R3G,0,0,0,0,0,1,0,0,0,0,1
VSIG10L,0,0,1,0,0,0,0,0,0,0,1
NACA,0,0,2,0,0,1,1,0,0,0,4
CCDC69,0,0,2,0,0,1,0,0,0,0,3
UPB1,0,0,0,0,0,0,1,0,0,0,1
MVK,0,0,0,0,1,0,1,0,0,0,2
PON3,0,0,2,0,1,0,1,0,0,0,4
RTL1,0,0,1,0,0,0,0,0,0,0,1
TREH,0,0,2,1,0,0,1,0,0,0,4
BTD,0,0,2,0,0,1,1,0,0,0,4
PLIN5,0,0,2,0,1,0,0,0,0,0,3
RBP7,0,0,1,0,0,1,0,0,0,0,2
